gene,term,description,domain
CHAFR746836.1.1_0032720.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032720.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032720.1,GO:0016706,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032720.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032720.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032730.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032730.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032730.1,GO:0051287,NAD binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032730.1,GO:0016616,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032730.1,GO:0046168,glycerol-3-phosphate catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032730.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0032730.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032730.1,GO:0050662,coenzyme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032740.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032740.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0032760.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032760.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032760.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032760.1,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032760.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032760.1,GO:0016614,oxidoreductase activity, acting on CH-OH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032770.1,GO:0003993,acid phosphatase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032780.1,GO:0006298,mismatch repair,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032780.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032780.1,GO:0030983,mismatched DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032810.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0032810.1,GO:0005618,cell wall,CELLULAR_COMPONENT
CHAFR746836.1.1_0032810.1,GO:0004252,serine-type endopeptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032810.1,GO:0006508,proteolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032820.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032830.1,GO:0004735,pyrroline-5-carboxylate reductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032830.1,GO:0006561,proline biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032830.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032860.1,GO:0016884,carbon-nitrogen ligase activity, with glutamine as amido-N-donor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032890.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032900.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032900.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032900.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032900.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032930.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0032930.1,GO:0015171,amino acid transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032930.1,GO:0003333,amino acid transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032930.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032930.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032940.1,GO:0000002,mitochondrial genome maintenance,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032940.1,GO:0000262,mitochondrial chromosome,CELLULAR_COMPONENT
CHAFR746836.1.1_0032960.1,GO:0006464,cellular protein modification process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0032960.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0032960.1,GO:0004077,biotin-[acetyl-CoA-carboxylase] ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033010.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033010.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033020.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033020.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033030.1,GO:0016846,carbon-sulfur lyase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033030.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033040.1,GO:0009231,riboflavin biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033040.1,GO:0004746,riboflavin synthase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033040.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033040.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033060.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033060.1,GO:0006433,prolyl-tRNA aminoacylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033060.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0033060.1,GO:0004827,proline-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033060.1,GO:0004812,aminoacyl-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033060.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033060.1,GO:0006418,tRNA aminoacylation for protein translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033070.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033100.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033100.1,GO:0004020,adenylylsulfate kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033100.1,GO:0000103,sulfate assimilation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033110.1,GO:0015991,ATP hydrolysis coupled proton transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033110.1,GO:0015078,hydrogen ion transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033110.1,GO:0033180,proton-transporting V-type ATPase, V1 domain,CELLULAR_COMPONENT
CHAFR746836.1.1_0033140.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0033140.1,GO:0004932,mating-type factor pheromone receptor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033140.1,GO:0007186,G-protein coupled receptor signaling pathway,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033150.1,GO:0006508,proteolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033150.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033150.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033160.1,GO:0019905,syntaxin binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033180.1,GO:0018580,nitronate monooxygenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033180.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033180.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033220.1,GO:0016559,peroxisome fission,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033220.1,GO:0005779,integral to peroxisomal membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0033230.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033230.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033230.2,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033230.2,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033230.3,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033230.3,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033230.4,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033230.4,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033250.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033250.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033250.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033250.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033250.1,GO:0010181,FMN binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033260.1,GO:0008168,methyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033260.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033320.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033320.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033320.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033320.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033320.1,GO:0016788,hydrolase activity, acting on ester bonds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033320.1,GO:0006629,lipid metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033320.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033330.1,GO:0004560,alpha-L-fucosidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033330.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033330.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033370.1,GO:0051056,regulation of small GTPase mediated signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033370.1,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0033370.1,GO:0005096,GTPase activator activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033370.1,GO:0000282,cellular bud site selection,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033370.1,GO:0007264,small GTPase mediated signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033370.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033370.1,GO:0007165,signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001800.1,GO:0008168,methyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001820.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001820.1,GO:0016310,phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001820.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001820.1,GO:0000155,phosphorelay sensor kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001820.1,GO:0007165,signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001820.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0001820.1,GO:0000156,phosphorelay response regulator activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001820.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001820.1,GO:0000160,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001820.1,GO:0004871,signal transducer activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001820.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001830.1,GO:0030259,lipid glycosylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001830.1,GO:0016758,transferase activity, transferring hexosyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001830.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001830.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033390.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033390.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033400.1,GO:0044267,cellular protein metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033400.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033400.1,GO:0051082,unfolded protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033400.1,GO:0006457,protein folding,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033430.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033450.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033450.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033470.1,GO:0016192,vesicle-mediated transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033470.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0033480.1,GO:0008496,mannan endo-1,6-alpha-mannosidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033480.1,GO:0016052,carbohydrate catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033480.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033490.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033510.1,GO:0008565,protein transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033510.1,GO:0015031,protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033510.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033510.1,GO:0030117,membrane coat,CELLULAR_COMPONENT
CHAFR746836.1.1_0033510.1,GO:0016192,vesicle-mediated transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033510.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033550.1,GO:0005576,extracellular region,CELLULAR_COMPONENT
CHAFR746836.1.1_0033570.1,GO:0043565,sequence-specific DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033570.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033570.1,GO:0003700,sequence-specific DNA binding transcription factor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033580.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033580.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033580.1,GO:0016620,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033580.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033590.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033620.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033620.1,GO:0005509,calcium ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033620.2,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033620.2,GO:0005509,calcium ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033630.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033630.1,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033630.1,GO:0019901,protein kinase binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033630.1,GO:0016591,DNA-directed RNA polymerase II, holoenzyme,CELLULAR_COMPONENT
CHAFR746836.1.1_0033630.1,GO:0051726,regulation of cell cycle,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033630.1,GO:0016592,mediator complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0033630.1,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033670.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033680.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033690.1,GO:0008033,tRNA processing,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033690.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033690.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033690.1,GO:0016879,ligase activity, forming carbon-nitrogen bonds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033690.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0033710.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0033740.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033740.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033740.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033740.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033750.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033750.1,GO:0005198,structural molecule activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033750.1,GO:0030126,COPI vesicle coat,CELLULAR_COMPONENT
CHAFR746836.1.1_0033750.1,GO:0016192,vesicle-mediated transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033750.1,GO:0030117,membrane coat,CELLULAR_COMPONENT
CHAFR746836.1.1_0033750.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033760.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0033760.1,GO:0016780,phosphotransferase activity, for other substituted phosphate groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033760.1,GO:0008654,phospholipid biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033770.1,GO:0004553,hydrolase activity, hydrolyzing O-glycosyl compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033770.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033780.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033780.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033780.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033780.1,GO:0004674,protein serine/threonine kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033780.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033790.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033790.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033790.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033790.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0033800.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033810.1,GO:0005543,phospholipid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033810.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033810.1,GO:0016758,transferase activity, transferring hexosyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033810.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033810.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033810.1,GO:0030259,lipid glycosylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033820.1,GO:0031177,phosphopantetheine binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033820.1,GO:0016747,transferase activity, transferring acyl groups other than amino-acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033820.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033820.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033820.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033820.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033820.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033820.1,GO:0016740,transferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033840.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033840.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033840.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033840.1,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033840.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033840.1,GO:0016614,oxidoreductase activity, acting on CH-OH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033850.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033850.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033860.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033860.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033860.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033860.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033890.1,GO:0004553,hydrolase activity, hydrolyzing O-glycosyl compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033890.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033890.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033900.1,GO:0022891,substrate-specific transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033900.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0033900.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033900.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0033900.1,GO:0022857,transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033900.1,GO:0005215,transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033900.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033920.1,GO:0046961,proton-transporting ATPase activity, rotational mechanism,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033920.1,GO:0015986,ATP synthesis coupled proton transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033920.1,GO:0045261,proton-transporting ATP synthase complex, catalytic core F(1),CELLULAR_COMPONENT
CHAFR746836.1.1_0033920.1,GO:0046933,proton-transporting ATP synthase activity, rotational mechanism,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033980.1,GO:0008374,O-acyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033990.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033990.1,GO:0030131,clathrin adaptor complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0033990.1,GO:0016192,vesicle-mediated transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033990.1,GO:0005794,Golgi apparatus,CELLULAR_COMPONENT
CHAFR746836.1.1_0033990.1,GO:0015031,protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0033990.1,GO:0008565,protein transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0033990.1,GO:0030117,membrane coat,CELLULAR_COMPONENT
CHAFR746836.1.1_0033990.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034000.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034000.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034000.2,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034000.2,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0034020.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0034020.1,GO:0000981,sequence-specific DNA binding RNA polymerase II transcription factor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034020.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034020.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034040.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034110.1,GO:0046983,protein dimerization activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034120.1,GO:0004888,transmembrane signaling receptor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0034120.1,GO:0007166,cell surface receptor signaling pathway,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0034120.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0001870.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001870.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001870.1,GO:0006633,fatty acid biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001870.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
